Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
₹230 is divided between two people in the ratio 10:13. What is the first person's share?,78,80,109,100,D) 100,Total parts = 10+13 = 23. One part = 230÷23 = 10. First share = 10×10 = 100.,Math,Ratios
₹200 is divided between two people in the ratio 11:14. What is the first person's share?,107,88,94,85,B) 88,Total parts = 11+14 = 25. One part = 200÷25 = 8. First share = 11×8 = 88.,Math,Ratios
What is 465.03 + 161.17?,627.24,632.11,626.2,625.11,C) 626.2,465.03 + 161.17 = 626.2.,Math,Decimals
What is 319.61 - 284.86?,32.88,38.51,44.45,34.75,D) 34.75,319.61 - 284.86 = 34.75.,Math,Decimals
What is 240.97 - 176.48?,71.22,64.49,68.29,61.46,B) 64.49,240.97 - 176.48 = 64.49.,Math,Decimals
"If 6x + 30 = 270, what is the value of x?",40,47,41,45,A) 40,6x + 30 = 270 → 6x = 240 → x = 240 ÷ 6 = 40.,Math,Algebra
"If 12x + 73 = 97, what is the value of x?",2,1,6,8,A) 2,12x + 73 = 97 → 12x = 24 → x = 24 ÷ 12 = 2.,Math,Algebra
What is 7883 + 9023?,18997,16906,18748,16254,B) 16906,7883 + 9023 = 16906.,Math,Basic Math
What is 412.48 - 191.04?,223.45,219.46,221.44,227.82,C) 221.44,412.48 - 191.04 = 221.44.,Math,Decimals
What is 7 × 14?,111,112,98,110,C) 98,7 × 14 = 98.,Math,Basic Math
₹60 is divided between two people in the ratio 1:5. What is the first person's share?,12,10,11,9,B) 10,Total parts = 1+5 = 6. One part = 60÷6 = 10. First share = 1×10 = 10.,Math,Ratios
"What is the average of 69, 103, 200?",124,113,125,133,A) 124,Sum = 372. Average = 372 ÷ 3 = 124.,Math,Averages
"What is the average of 21, 145, 68?",78,90,87,77,A) 78,Sum = 234. Average = 234 ÷ 3 = 78.,Math,Averages
"If 14x + 63 = 329, what is the value of x?",27,21,24,19,D) 19,14x + 63 = 329 → 14x = 266 → x = 266 ÷ 14 = 19.,Math,Algebra
₹54 is divided between two people in the ratio 7:2. What is the first person's share?,51,40,42,33,C) 42,Total parts = 7+2 = 9. One part = 54÷9 = 6. First share = 7×6 = 42.,Math,Ratios
A number multiplied by 7 gives 273. What is the number?,32,39,38,36,B) 39,Let the number be x. 7x = 273 → x = 273 ÷ 7 = 39.,Math,Equations
"If 11x + 7 = 62, what is the value of x?",11,13,5,1,C) 5,11x + 7 = 62 → 11x = 55 → x = 55 ÷ 11 = 5.,Math,Algebra
Is 58 a prime number?,Yes,Only for even numbers,Cannot be determined,No,D) No,"58 is divisible by 2, so it is not a prime number.",Math,Number System
"If 13x + 39 = 221, what is the value of x?",9,14,7,12,B) 14,13x + 39 = 221 → 13x = 182 → x = 182 ÷ 13 = 14.,Math,Algebra
What is 414.25 - 373.21?,49.6,41.04,39.19,45.09,B) 41.04,414.25 - 373.21 = 41.04.,Math,Decimals
What is 12/15 + 4/15 in simplest form?,17/15,16/15,15/15,16/15,B) 16/15,"12/15 + 4/15 = 16/15, which simplifies to 16/15.",Math,Fractions
What is 8% of 2000?,179,165,137,160,D) 160,8% of 2000 = (8/100) × 2000 = 160.,Math,Percentages
What is 366.35 + 400.46?,766.81,770.49,776.08,765.76,A) 766.81,366.35 + 400.46 = 766.81.,Math,Decimals
"What is the average of 55, 180, 58, 15?",81,74,79,77,D) 77,Sum = 308. Average = 308 ÷ 4 = 77.,Math,Averages
"If 7x + 57 = 176, what is the value of x?",20,18,17,10,C) 17,7x + 57 = 176 → 7x = 119 → x = 119 ÷ 7 = 17.,Math,Algebra
A number multiplied by 4 gives 64. What is the number?,16,17,23,24,A) 16,Let the number be x. 4x = 64 → x = 64 ÷ 4 = 16.,Math,Equations
"If 8x + 29 = 229, what is the value of x?",30,21,19,25,D) 25,8x + 29 = 229 → 8x = 200 → x = 200 ÷ 8 = 25.,Math,Algebra
"If 11x + 47 = 498, what is the value of x?",33,47,41,36,C) 41,11x + 47 = 498 → 11x = 451 → x = 451 ÷ 11 = 41.,Math,Algebra
What is 42 × 16?,772,672,742,634,B) 672,42 × 16 = 672.,Math,Basic Math
"If 7x + 79 = 100, what is the value of x?",5,10,0,3,D) 3,7x + 79 = 100 → 7x = 21 → x = 21 ÷ 7 = 3.,Math,Algebra
"What is the average of 177, 134, 45, 161, 138, 47?",117,131,124,110,A) 117,Sum = 702. Average = 702 ÷ 6 = 117.,Math,Averages
"If 4x + 15 = 111, what is the value of x?",16,24,23,22,B) 24,4x + 15 = 111 → 4x = 96 → x = 96 ÷ 4 = 24.,Math,Algebra
What is 118.25 + 424.45?,538.99,542.7,544.55,549.17,B) 542.7,118.25 + 424.45 = 542.7.,Math,Decimals
₹34 is divided between two people in the ratio 4:13. What is the first person's share?,8,10,6,7,A) 8,Total parts = 4+13 = 17. One part = 34÷17 = 2. First share = 4×2 = 8.,Math,Ratios
What is 13/15 + 14/15 in simplest form?,10/5,9/5,8/5,27/15,B) 9/5,"13/15 + 14/15 = 27/15, which simplifies to 9/5.",Math,Fractions
"If 2x + 63 = 85, what is the value of x?",15,11,8,7,B) 11,2x + 63 = 85 → 2x = 22 → x = 22 ÷ 2 = 11.,Math,Algebra
"If 9x + 73 = 370, what is the value of x?",35,33,34,28,B) 33,9x + 73 = 370 → 9x = 297 → x = 297 ÷ 9 = 33.,Math,Algebra
A number multiplied by 5 gives 280. What is the number?,59,53,56,62,C) 56,Let the number be x. 5x = 280 → x = 280 ÷ 5 = 56.,Math,Equations
What is 4% of 50?,1,0,4,2,D) 2,4% of 50 = (4/100) × 50 = 2.,Math,Percentages
"If 7x + 3 = 234, what is the value of x?",38,33,35,37,B) 33,7x + 3 = 234 → 7x = 231 → x = 231 ÷ 7 = 33.,Math,Algebra
What is 454.14 + 454.53?,913.17,914.8,908.67,906.63,C) 908.67,454.14 + 454.53 = 908.67.,Math,Decimals
"If 4x + 22 = 86, what is the value of x?",15,16,24,10,B) 16,4x + 22 = 86 → 4x = 64 → x = 64 ÷ 4 = 16.,Math,Algebra
"If 7x + 71 = 113, what is the value of x?",4,8,9,6,D) 6,7x + 71 = 113 → 7x = 42 → x = 42 ÷ 7 = 6.,Math,Algebra
What is 2% of 90?,4,3,1,1.8,D) 1.8,2% of 90 = (2/100) × 90 = 1.8.,Math,Percentages
What is 481.7 - 114.82?,363.0,366.88,370.73,372.81,B) 366.88,481.7 - 114.82 = 366.88.,Math,Decimals
What is 414.49 - 147.98?,265.59,268.35,266.51,274.33,C) 266.51,414.49 - 147.98 = 266.51.,Math,Decimals
What is 5674 + 6948?,12622,12636,11195,11824,A) 12622,5674 + 6948 = 12622.,Math,Basic Math
What is 350.13 - 289.0?,60.58,66.89,62.88,61.13,D) 61.13,350.13 - 289.0 = 61.13.,Math,Decimals
What is 8625 + 8233?,18493,16858,17858,15641,B) 16858,8625 + 8233 = 16858.,Math,Basic Math
"What is the average of 22, 59, 21?",31,40,34,28,C) 34,Sum = 102. Average = 102 ÷ 3 = 34.,Math,Averages
What is 5/15 + 13/15 in simplest form?,18/15,6/5,5/5,7/5,B) 6/5,"5/15 + 13/15 = 18/15, which simplifies to 6/5.",Math,Fractions
"If 6x + 8 = 50, what is the value of x?",12,7,11,6,B) 7,6x + 8 = 50 → 6x = 42 → x = 42 ÷ 6 = 7.,Math,Algebra
"What is the average of 80, 141, 10, 15, 189, 9?",74,82,63,75,A) 74,Sum = 444. Average = 444 ÷ 6 = 74.,Math,Averages
₹120 is divided between two people in the ratio 13:11. What is the first person's share?,67,65,76,59,B) 65,Total parts = 13+11 = 24. One part = 120÷24 = 5. First share = 13×5 = 65.,Math,Ratios
Is 5069 an even or odd number?,Odd,Neither,Even,Both,A) Odd,"5069 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 115.62 + 496.23?,615.47,606.93,611.85,617.88,C) 611.85,115.62 + 496.23 = 611.85.,Math,Decimals
"What is the average of 168, 81, 15, 176?",94,110,93,98,B) 110,Sum = 440. Average = 440 ÷ 4 = 110.,Math,Averages
What is 7322 - 5012?,2189,2310,2027,2102,B) 2310,7322 - 5012 = 2310.,Math,Basic Math
What is 7118 - 1474?,5430,6245,5644,6194,C) 5644,7118 - 1474 = 5644.,Math,Basic Math
A number multiplied by 5 gives 90. What is the number?,18,20,19,15,A) 18,Let the number be x. 5x = 90 → x = 90 ÷ 5 = 18.,Math,Equations
"If 9x + 64 = 487, what is the value of x?",49,47,50,43,B) 47,9x + 64 = 487 → 9x = 423 → x = 423 ÷ 9 = 47.,Math,Algebra
What is 179.39 + 438.7?,618.09,615.56,620.5,626.39,A) 618.09,179.39 + 438.7 = 618.09.,Math,Decimals
"What is the average of 134, 47, 128, 91?",90,114,100,108,C) 100,Sum = 400. Average = 400 ÷ 4 = 100.,Math,Averages
What is 7599 + 1212?,8279,8811,8267,9169,B) 8811,7599 + 1212 = 8811.,Math,Basic Math
What is the cube root of 2744?,19,14,12,9,B) 14,"Cube root of 2744 is 14, because 14×14×14 = 2744.",Math,Mathematical Operations
What is 5568 + 7524?,12942,13443,13092,12264,C) 13092,5568 + 7524 = 13092.,Math,Basic Math
"If 11x + 67 = 353, what is the value of x?",28,22,25,26,D) 26,11x + 67 = 353 → 11x = 286 → x = 286 ÷ 11 = 26.,Math,Algebra
What is 8673 - 6964?,1709,1861,1891,1653,A) 1709,8673 - 6964 = 1709.,Math,Basic Math
What is 5920 + 9998?,15918,14110,17295,17525,A) 15918,5920 + 9998 = 15918.,Math,Basic Math
What is 4/20 + 12/20 in simplest form?,4/5,16/20,5/5,3/5,A) 4/5,"4/20 + 12/20 = 16/20, which simplifies to 4/5.",Math,Fractions
"What is the average of 150, 93, 33?",84,92,86,81,B) 92,Sum = 276. Average = 276 ÷ 3 = 92.,Math,Averages
₹190 is divided between two people in the ratio 10:9. What is the first person's share?,86,105,122,100,D) 100,Total parts = 10+9 = 19. One part = 190÷19 = 10. First share = 10×10 = 100.,Math,Ratios
"If 14x + 42 = 658, what is the value of x?",44,52,43,38,A) 44,14x + 42 = 658 → 14x = 616 → x = 616 ÷ 14 = 44.,Math,Algebra
Is 7502 an even or odd number?,Odd,Even,Both,Neither,B) Even,"7502 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 102, 59, 181?",131,115,107,114,D) 114,Sum = 342. Average = 342 ÷ 3 = 114.,Math,Averages
₹28 is divided between two people in the ratio 11:3. What is the first person's share?,27,22,19,26,B) 22,Total parts = 11+3 = 14. One part = 28÷14 = 2. First share = 11×2 = 22.,Math,Ratios
What is 7054 + 953?,7147,8007,8375,8486,B) 8007,7054 + 953 = 8007.,Math,Basic Math
What is 6473 + 6925?,14831,14225,14137,13398,D) 13398,6473 + 6925 = 13398.,Math,Basic Math
What is 1332 ÷ 18?,64,74,63,90,B) 74,"1332 ÷ 18 = 74, since 18 × 74 = 1332.",Math,Basic Math
What is 8/9 + 7/9 in simplest form?,6/3,15/9,5/3,4/3,C) 5/3,"8/9 + 7/9 = 15/9, which simplifies to 5/3.",Math,Fractions
What is 3669 + 7880?,10401,11717,11286,11549,D) 11549,3669 + 7880 = 11549.,Math,Basic Math
What is 322.09 + 68.87?,388.43,392.91,390.96,397.49,C) 390.96,322.09 + 68.87 = 390.96.,Math,Decimals
"What is the average of 25, 159, 92, 186, 28?",95,98,90,80,B) 98,Sum = 490. Average = 490 ÷ 5 = 98.,Math,Averages
"What is the average of 74, 150, 196, 12, 48?",96,77,101,78,A) 96,Sum = 480. Average = 480 ÷ 5 = 96.,Math,Averages
What is 1749 + 9265?,10579,10727,10617,11014,D) 11014,1749 + 9265 = 11014.,Math,Basic Math
Is 7235 an even or odd number?,Even,Both,Odd,Neither,C) Odd,"7235 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
Is 265 a prime number?,Yes,Only for even numbers,No,Cannot be determined,C) No,"265 is divisible by 5, so it is not a prime number.",Math,Number System
"If 14x + 14 = 196, what is the value of x?",13,21,16,11,A) 13,14x + 14 = 196 → 14x = 182 → x = 182 ÷ 14 = 13.,Math,Algebra
"What is the average of 35, 194, 31, 62, 187, 115?",98,104,96,112,B) 104,Sum = 624. Average = 624 ÷ 6 = 104.,Math,Averages
What is 498.76 - 367.0?,131.76,140.28,127.82,134.72,A) 131.76,498.76 - 367.0 = 131.76.,Math,Decimals
What is 2136 - 1316?,909,820,812,893,B) 820,2136 - 1316 = 820.,Math,Basic Math
What is 367.42 - 155.73?,213.51,211.69,209.11,219.18,B) 211.69,367.42 - 155.73 = 211.69.,Math,Decimals
What is 2780 - 1593?,1187,1259,1081,1072,A) 1187,2780 - 1593 = 1187.,Math,Basic Math
Is 108 a prime number?,Cannot be determined,Yes,No,Only for even numbers,C) No,"108 is divisible by 2, so it is not a prime number.",Math,Number System
What is the cube root of 216?,5,6,2,4,B) 6,"Cube root of 216 is 6, because 6×6×6 = 216.",Math,Mathematical Operations
What is 280 ÷ 20?,14,15,17,16,A) 14,"280 ÷ 20 = 14, since 20 × 14 = 280.",Math,Basic Math
What is 2724 - 1139?,1712,1585,1568,1780,B) 1585,2724 - 1139 = 1585.,Math,Basic Math
What is 291.78 - 116.33?,184.92,179.3,175.45,172.25,C) 175.45,291.78 - 116.33 = 175.45.,Math,Decimals
What is 96 ÷ 12?,7,9,6,8,D) 8,"96 ÷ 12 = 8, since 12 × 8 = 96.",Math,Basic Math
Is 22500 a perfect square?,Only for even n,No,Yes,Cannot be determined,C) Yes,"22500 = 150 × 150, so it is a perfect square.",Math,Number System
What is 1014 ÷ 13?,97,92,91,78,D) 78,"1014 ÷ 13 = 78, since 13 × 78 = 1014.",Math,Basic Math
"What is the average of 34, 128, 33?",60,72,65,52,C) 65,Sum = 195. Average = 195 ÷ 3 = 65.,Math,Averages
"What is the average of 3, 58, 167, 155, 62?",88,89,85,90,B) 89,Sum = 445. Average = 445 ÷ 5 = 89.,Math,Averages
What is 5905 - 4170?,1573,1735,1551,1831,B) 1735,5905 - 4170 = 1735.,Math,Basic Math
What is 116.25 - 4.22?,112.03,113.74,110.02,119.66,A) 112.03,116.25 - 4.22 = 112.03.,Math,Decimals
"If 9x + 7 = 70, what is the value of x?",7,14,2,4,A) 7,9x + 7 = 70 → 9x = 63 → x = 63 ÷ 9 = 7.,Math,Algebra
"If 7x + 23 = 317, what is the value of x?",40,36,42,41,C) 42,7x + 23 = 317 → 7x = 294 → x = 294 ÷ 7 = 42.,Math,Algebra
What is 12% of 360?,43.2,38,41,36,A) 43.2,12% of 360 = (12/100) × 360 = 43.2.,Math,Percentages
What is 48 × 43?,2313,2362,2064,2333,C) 2064,48 × 43 = 2064.,Math,Basic Math
"What is the average of 153, 122, 163, 59, 29, 92?",108,116,103,99,C) 103,Sum = 618. Average = 618 ÷ 6 = 103.,Math,Averages
"What is the average of 54, 163, 47, 139, 23, 66?",94,84,82,91,C) 82,Sum = 492. Average = 492 ÷ 6 = 82.,Math,Averages
What is 43 × 46?,2211,1978,1893,2170,B) 1978,43 × 46 = 1978.,Math,Basic Math
What is 4/7 + 1/7 in simplest form?,5/7,5/7,4/7,6/7,A) 5/7,"4/7 + 1/7 = 5/7, which simplifies to 5/7.",Math,Fractions
"What is the average of 69, 108, 54, 103, 169, 139?",107,117,108,102,A) 107,Sum = 642. Average = 642 ÷ 6 = 107.,Math,Averages
What is 4853 + 300?,4685,5298,5052,5153,D) 5153,4853 + 300 = 5153.,Math,Basic Math
Is 518400 a perfect square?,Cannot be determined,Only for even n,No,Yes,D) Yes,"518400 = 720 × 720, so it is a perfect square.",Math,Number System
What is 6 × 33?,223,203,196,198,D) 198,6 × 33 = 198.,Math,Basic Math
What is 260.2 - 172.89?,87.31,96.43,85.61,89.49,A) 87.31,260.2 - 172.89 = 87.31.,Math,Decimals
"If 12x + 46 = 118, what is the value of x?",4,7,6,5,C) 6,12x + 46 = 118 → 12x = 72 → x = 72 ÷ 12 = 6.,Math,Algebra
What is 497.48 - 51.73?,453.91,448.86,444.98,445.75,D) 445.75,497.48 - 51.73 = 445.75.,Math,Decimals
What is 2/12 + 11/12 in simplest form?,13/12,14/12,13/12,12/12,A) 13/12,"2/12 + 11/12 = 13/12, which simplifies to 13/12.",Math,Fractions
A number multiplied by 2 gives 122. What is the number?,58,56,54,61,D) 61,Let the number be x. 2x = 122 → x = 122 ÷ 2 = 61.,Math,Equations
Is 22 a prime number?,Cannot be determined,Yes,No,Only for even numbers,C) No,"22 is divisible by 2, so it is not a prime number.",Math,Number System
What is 29²?,748,841,924,869,B) 841,29² = 29×29 = 841.,Math,Mathematical Operations
"If 2x + 31 = 63, what is the value of x?",21,16,23,24,B) 16,2x + 31 = 63 → 2x = 32 → x = 32 ÷ 2 = 16.,Math,Algebra
"If 7x + 64 = 400, what is the value of x?",41,52,48,55,C) 48,7x + 64 = 400 → 7x = 336 → x = 336 ÷ 7 = 48.,Math,Algebra
Is 231 a prime number?,No,Only for even numbers,Cannot be determined,Yes,A) No,"231 is divisible by 3, so it is not a prime number.",Math,Number System
"What is the average of 203, 86, 56, 105, 84, 180?",131,119,138,118,B) 119,Sum = 714. Average = 714 ÷ 6 = 119.,Math,Averages
"What is the average of 41, 53, 91, 7?",52,56,48,51,C) 48,Sum = 192. Average = 192 ÷ 4 = 48.,Math,Averages
"If 14x + 50 = 694, what is the value of x?",50,44,39,46,D) 46,14x + 50 = 694 → 14x = 644 → x = 644 ÷ 14 = 46.,Math,Algebra
"If 10x + 15 = 455, what is the value of x?",39,44,38,42,B) 44,10x + 15 = 455 → 10x = 440 → x = 440 ÷ 10 = 44.,Math,Algebra
"If 10x + 13 = 233, what is the value of x?",15,22,28,19,B) 22,10x + 13 = 233 → 10x = 220 → x = 220 ÷ 10 = 22.,Math,Algebra
What is 156.12 - 75.15?,83.84,86.8,79.22,80.97,D) 80.97,156.12 - 75.15 = 80.97.,Math,Decimals
What is 384.25 + 186.84?,576.43,573.35,566.75,571.09,D) 571.09,384.25 + 186.84 = 571.09.,Math,Decimals
Is 1754 an even or odd number?,Odd,Both,Even,Neither,C) Even,"1754 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 26, 57, 186, 163?",114,102,87,108,D) 108,Sum = 432. Average = 432 ÷ 4 = 108.,Math,Averages
What is 22% of 400?,101,91,88,79,C) 88,22% of 400 = (22/100) × 400 = 88.,Math,Percentages
"What is the average of 45, 122, 125, 46, 64, 168?",89,95,105,90,B) 95,Sum = 570. Average = 570 ÷ 6 = 95.,Math,Averages
What is 146.14 - 27.32?,124.93,119.7,118.82,116.68,C) 118.82,146.14 - 27.32 = 118.82.,Math,Decimals
₹69 is divided between two people in the ratio 11:12. What is the first person's share?,39,37,29,33,D) 33,Total parts = 11+12 = 23. One part = 69÷23 = 3. First share = 11×3 = 33.,Math,Ratios
What is 9/15 + 7/15 in simplest form?,16/15,16/15,15/15,17/15,A) 16/15,"9/15 + 7/15 = 16/15, which simplifies to 16/15.",Math,Fractions
"If 9x + 47 = 380, what is the value of x?",37,30,41,36,A) 37,9x + 47 = 380 → 9x = 333 → x = 333 ÷ 9 = 37.,Math,Algebra
"What is the average of 105, 155, 20, 144?",113,93,122,106,D) 106,Sum = 424. Average = 424 ÷ 4 = 106.,Math,Averages
"If 10x + 73 = 563, what is the value of x?",47,42,49,46,C) 49,10x + 73 = 563 → 10x = 490 → x = 490 ÷ 10 = 49.,Math,Algebra
What is 12% of 1200?,165,135,168,144,D) 144,12% of 1200 = (12/100) × 1200 = 144.,Math,Percentages
"What is the average of 77, 83, 158?",96,121,100,106,D) 106,Sum = 318. Average = 318 ÷ 3 = 106.,Math,Averages
A number multiplied by 4 gives 288. What is the number?,78,72,67,71,B) 72,Let the number be x. 4x = 288 → x = 288 ÷ 4 = 72.,Math,Equations
What is 1920 ÷ 24?,99,80,79,97,B) 80,"1920 ÷ 24 = 80, since 24 × 80 = 1920.",Math,Basic Math
A number multiplied by 8 gives 288. What is the number?,37,43,29,36,D) 36,Let the number be x. 8x = 288 → x = 288 ÷ 8 = 36.,Math,Equations
What is 99 ÷ 11?,9,8,10,11,A) 9,"99 ÷ 11 = 9, since 11 × 9 = 99.",Math,Basic Math
What is 188.36 + 129.29?,320.86,326.05,317.65,317.02,C) 317.65,188.36 + 129.29 = 317.65.,Math,Decimals
What is 15% of 150?,26,22.5,23,25,B) 22.5,15% of 150 = (15/100) × 150 = 22.5.,Math,Percentages
What is 492.63 + 127.46?,624.41,627.24,620.09,616.21,C) 620.09,492.63 + 127.46 = 620.09.,Math,Decimals
What is 65.84 + 1.8?,64.23,67.64,76.83,68.78,B) 67.64,65.84 + 1.8 = 67.64.,Math,Decimals
What is 466.59 - 22.59?,440.99,451.49,446.82,444.0,D) 444.0,466.59 - 22.59 = 444.0.,Math,Decimals
What is 5% of 800?,40,38,48,37,A) 40,5% of 800 = (5/100) × 800 = 40.,Math,Percentages
A number multiplied by 8 gives 96. What is the number?,10,4,19,12,D) 12,Let the number be x. 8x = 96 → x = 96 ÷ 8 = 12.,Math,Equations
What is 303.16 - 213.98?,84.93,95.49,89.18,91.2,C) 89.18,303.16 - 213.98 = 89.18.,Math,Decimals
What is 80% of 360?,317,311,331,288,D) 288,80% of 360 = (80/100) × 360 = 288.,Math,Percentages
₹50 is divided between two people in the ratio 7:3. What is the first person's share?,35,31,43,39,A) 35,Total parts = 7+3 = 10. One part = 50÷10 = 5. First share = 7×5 = 35.,Math,Ratios
A number multiplied by 3 gives 63. What is the number?,21,18,17,15,A) 21,Let the number be x. 3x = 63 → x = 63 ÷ 3 = 21.,Math,Equations
₹104 is divided between two people in the ratio 8:5. What is the first person's share?,52,64,51,60,B) 64,Total parts = 8+5 = 13. One part = 104÷13 = 8. First share = 8×8 = 64.,Math,Ratios
What is 145.95 + 14.17?,160.12,159.3,161.71,169.42,A) 160.12,145.95 + 14.17 = 160.12.,Math,Decimals
"What is the average of 16, 8, 161, 75?",76,78,63,65,D) 65,Sum = 260. Average = 260 ÷ 4 = 65.,Math,Averages
What is 8420 + 8850?,17270,16136,15404,17132,A) 17270,8420 + 8850 = 17270.,Math,Basic Math
What is 50 × 31?,1562,1550,1303,1479,B) 1550,50 × 31 = 1550.,Math,Basic Math
"If 13x + 15 = 444, what is the value of x?",38,40,37,33,D) 33,13x + 15 = 444 → 13x = 429 → x = 429 ÷ 13 = 33.,Math,Algebra
"What is the average of 36, 96, 23, 139, 126?",84,76,97,89,A) 84,Sum = 420. Average = 420 ÷ 5 = 84.,Math,Averages
What is 6/10 + 7/10 in simplest form?,12/10,13/10,13/10,14/10,B) 13/10,"6/10 + 7/10 = 13/10, which simplifies to 13/10.",Math,Fractions
What is 3/10 + 6/10 in simplest form?,9/10,9/10,10/10,8/10,A) 9/10,"3/10 + 6/10 = 9/10, which simplifies to 9/10.",Math,Fractions
What is 12% of 60?,7.2,5,6,9,A) 7.2,12% of 60 = (12/100) × 60 = 7.2.,Math,Percentages
What is 15/20 + 3/20 in simplest form?,18/20,8/10,10/10,9/10,D) 9/10,"15/20 + 3/20 = 18/20, which simplifies to 9/10.",Math,Fractions
Is 172 a prime number?,No,Only for even numbers,Yes,Cannot be determined,A) No,"172 is divisible by 2, so it is not a prime number.",Math,Number System
What is 3750 + 4856?,9423,7915,8508,8606,D) 8606,3750 + 4856 = 8606.,Math,Basic Math
"If 2x + 28 = 108, what is the value of x?",33,41,40,37,C) 40,2x + 28 = 108 → 2x = 80 → x = 80 ÷ 2 = 40.,Math,Algebra
₹110 is divided between two people in the ratio 7:15. What is the first person's share?,33,36,32,35,D) 35,Total parts = 7+15 = 22. One part = 110÷22 = 5. First share = 7×5 = 35.,Math,Ratios
"If 9x + 12 = 372, what is the value of x?",39,40,46,35,B) 40,9x + 12 = 372 → 9x = 360 → x = 360 ÷ 9 = 40.,Math,Algebra
