Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ಸಂವಿಧಾನದ ಮುಖ್ಯ ರೂವಾರಿ ಎಂದು ಯಾರನ್ನು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ?,ಚಂದ್ರಗುಪ್ತ ಮೌರ್ಯ,ಮಹಾತ್ಮ ಗಾಂಧಿ,ಬಾಬರ್,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,D) ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,"ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್ ಅವರು ಸಂವಿಧಾನ ರಚನಾ ಸಮಿತಿಯ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದು, ಸಂವಿಧಾನದ ಮುಖ್ಯ ರೂವಾರಿ ಎಂದು ಪರಿಗಣಿಸಲಾಗಿದೆ.",ಕನ್ನಡ,ಭಾರತ ಇತಿಹಾಸ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ ಯಾವ ವರ್ಷ ಆರಂಭವಾಯಿತು?,1989,1789,1945,ಚೆಂಗಿಸ್ ಖಾನ್,B) 1789,ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ 1789 ರಲ್ಲಿ ಆರಂಭವಾಗಿ ಫ್ರಾನ್ಸ್‌ನ ರಾಜಪ್ರಭುತ್ವವನ್ನು ಕೊನೆಗೊಳಿಸಿತು.,ಕನ್ನಡ,ವಿಶ್ವ ಇತಿಹಾಸ
ಪ್ರಶ್ನೆ: ಭಾರತದ ಸಂವಿಧಾನದ ಮುಖ್ಯ ರೂವಾರಿ ಯಾರು?,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ದೇಶದ ನಾಮಮಾತ್ರ ಮುಖ್ಯಸ್ಥ,ಆರು,ಸಂವಿಧಾನ ರಚನಾ ಸಭೆ (Constituent Assembly),A) ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್ ಅವರು ಸಂವಿಧಾನ ರಚನಾ ಸಮಿತಿಯ ಅಧ್ಯಕ್ಷರಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದರು.,ಕನ್ನಡ,ಕಾನೂನು ಮತ್ತು ಸಂವಿಧಾನ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕರ್ನಾಟಕದ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳು,ಆ್ಯಕ್ಷನ್ ಚಿತ್ರ,ಸತಿ ಸುಲೋಚನಾ,ದರ್ಶನ್,A) ಕರ್ನಾಟಕ ರಾಜ್ಯ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳು,ಕರ್ನಾಟಕ ಸರ್ಕಾರ ಪ್ರತಿ ವರ್ಷ ಕರ್ನಾಟಕ ರಾಜ್ಯ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳನ್ನು ನೀಡುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಚಿತ್ರರಂಗ
"ಸಾಕುಪ್ರಾಣಿಯಾಗಿ ಜನಪ್ರಿಯವಾಗಿರುವ, 'ಮನುಷ್ಯನ ಅತ್ಯುತ್ತಮ ಸ್ನೇಹಿತ' ಎಂದು ಕರೆಯಲ್ಪಡುವ ಪ್ರಾಣಿ ಯಾವುದು?",ಕಾಂಗರೂ,ಒಂಟೆ,ನಾಯಿ,ಆಕ್ಟೋಪಸ್,C) ನಾಯಿ,ನಾಯಿಯನ್ನು ಅದರ ನಿಷ್ಠೆ ಮತ್ತು ಸಾಂಗತ್ಯದಿಂದಾಗಿ 'ಮನುಷ್ಯನ ಅತ್ಯುತ್ತಮ ಸ್ನೇಹಿತ' ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಪ್ರಾಣಿಗಳು
ಪ್ರಶ್ನೆ: ಗಟ್ಟಿಯಾದ ಕೊಕ್ಕಿನಿಂದ ಮರದ ಕಾಂಡಕ್ಕೆ ಕುಟ್ಟುವ ಪಕ್ಷಿ ಯಾವುದು?,ಗಿಳಿ,ಪೆಂಗ್ವಿನ್,ಮರಕುಟುಕ,ಪೆರೆಗ್ರಿನ್ ಫಾಲ್ಕನ್,C) ಮರಕುಟುಕ,ಮರಕುಟುಕ ತನ್ನ ಗಟ್ಟಿಯಾದ ಕೊಕ್ಕಿನಿಂದ ಮರದ ಕಾಂಡವನ್ನು ಕುಟ್ಟಿ ಕೀಟಗಳನ್ನು ಹುಡುಕುತ್ತದೆ.,ಕನ್ನಡ,ಪಕ್ಷಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಹೂವು ಯಾವುದು?,ತುಳಸಿ,ಆಲದ ಮರ,ಕ್ಲೋರೊಫಿಲ್,ಕಮಲ,D) ಕಮಲ,ಕಮಲ ಹೂವು ನೀರಿನಲ್ಲಿ ಬೆಳೆಯುತ್ತದೆ ಮತ್ತು ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಹೂವಾಗಿದೆ.,ಕನ್ನಡ,ಸಸ್ಯಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಅಮೆರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ರಾಜಧಾನಿ ಯಾವುದು?,ಒಟ್ಟಾವಾ,ಲಂಡನ್,ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ.,ಟೋಕಿಯೊ,C) ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ.,ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ. ಅಮೆರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ದೇಶಗಳು ಮತ್ತು ರಾಜಧಾನಿಗಳು
ಪ್ರಶ್ನೆ: ಭಾರತದ ಅತಿ ಎತ್ತರದ ಪರ್ವತ ಶಿಖರ ಯಾವುದು?,ಭೂಮಿಯನ್ನು ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಗೋಳಾರ್ಧಗಳಾಗಿ ವಿಭಜಿಸುವ ಕಾಲ್ಪನಿಕ ರೇಖೆ,ಗಂಗಾ ನದಿ,ಏಷ್ಯಾ,ಕಾಂಚನಜುಂಗಾ,D) ಕಾಂಚನಜುಂಗಾ,ಕಾಂಚನಜುಂಗಾ ಭಾರತದ ಗಡಿಯೊಳಗಿನ ಅತಿ ಎತ್ತರದ ಶಿಖರವಾಗಿದೆ.,ಕನ್ನಡ,ಭೂಗೋಳ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಚಂದ್ರನ ಮೇಲೆ ಕಾಲಿಟ್ಟ ಮೊದಲ ವ್ಯಕ್ತಿ ಯಾರು?,ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್,ನಕ್ಷತ್ರಪುಂಜ,ಗುರು ಗ್ರಹ,ಮಂಗಳಯಾನ,A) ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್,ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್ 1969 ರಲ್ಲಿ ಅಪೊಲೊ 11 ಯೋಜನೆಯ ಮೂಲಕ ಚಂದ್ರನ ಮೇಲೆ ಕಾಲಿಟ್ಟ ಮೊದಲ ವ್ಯಕ್ತಿಯಾದರು.,ಕನ್ನಡ,ಬಾಹ್ಯಾಕಾಶ ಮತ್ತು ಖಗೋಳಶಾಸ್ತ್ರ
ಪ್ರಶ್ನೆ: ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ (VR) ಎಂದರೇನು?,ಕಂಪ್ಯೂಟರ್ ಸೃಷ್ಟಿಸಿದ ಆಳವಾದ ಅನುಭವ ನೀಡುವ ತಂತ್ರಜ್ಞಾನ,ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಗಳು ಮತ್ತು ಸರ್ವರ್‌ಗಳನ್ನು ಇರಿಸುವ ಸೌಲಭ್ಯ,ವಹಿವಾಟುಗಳನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ದಾಖಲಿಸುವ ವಿಕೇಂದ್ರೀಕೃತ ಡಿಜಿಟಲ್ ದಾಖಲಾತಿ ವ್ಯವಸ್ಥೆ,ಮಾನವ ಬುದ್ಧಿಮತ್ತೆಯನ್ನು ಅನುಕರಿಸುವ ಯಂತ್ರಗಳ ಸಾಮರ್ಥ್ಯ,A) ಕಂಪ್ಯೂಟರ್ ಸೃಷ್ಟಿಸಿದ ಆಳವಾದ ಅನುಭವ ನೀಡುವ ತಂತ್ರಜ್ಞಾನ,"ವರ್ಚುವಲ್ ರಿಯಾಲಿಟಿ ಎಂಬುದು ಕಂಪ್ಯೂಟರ್ ಸೃಷ್ಟಿಸಿದ, ಬಳಕೆದಾರ ಸಂವಹನ ನಡೆಸಬಹುದಾದ ಆಳವಾದ ಅನುಭವ ನೀಡುವ ತಂತ್ರಜ್ಞಾನ.",ಕನ್ನಡ,ತಂತ್ರಜ್ಞಾನ
ಕಂಪ್ಯೂಟರ್ ಹಾರ್ಡ್‌ವೇರ್ ಮತ್ತು ಇತರ ಸಾಫ್ಟ್‌ವೇರ್‌ಗಳನ್ನು ನಿರ್ವಹಿಸುವ ಪ್ರಮುಖ ಸಾಫ್ಟ್‌ವೇರ್ ಯಾವುದು?,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,ವೆಬ್ ಬ್ರೌಸರ್,RAM,ಕೀಬೋರ್ಡ್,A) ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ ಕಂಪ್ಯೂಟರ್‌ನ ಹಾರ್ಡ್‌ವೇರ್ ಸಂಪನ್ಮೂಲಗಳನ್ನು ನಿರ್ವಹಿಸುತ್ತದೆ ಮತ್ತು ಇತರ ಸಾಫ್ಟ್‌ವೇರ್‌ಗಳಿಗೆ ವೇದಿಕೆ ಒದಗಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕಂಪ್ಯೂಟರ್ ಮೂಲಾಂಶಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕಬಡ್ಡಿ ಎಂಬ ಆಟ ಮೂಲತಃ ಯಾವ ದೇಶದ್ದು?,ಫುಟ್‌ಬಾಲ್ (ಸಾಕರ್),ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,ಭಾರತ,ಆರು,C) ಭಾರತ,ಕಬಡ್ಡಿ ಭಾರತೀಯ ಉಪಖಂಡದಲ್ಲಿ ಹುಟ್ಟಿಕೊಂಡ ಸಾಂಪ್ರದಾಯಿಕ ಆಟವಾಗಿದೆ.,ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ಬೌಲರ್ ಯಾರು?,ಸ್ಟಂಪ್ಡ್,ಐವತ್ತು,ರೋಹಿತ್ ಶರ್ಮಾ,ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,D) ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ಶ್ರೀಲಂಕಾದ ಸ್ಪಿನ್ ಬೌಲರ್ ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್ 800 ವಿಕೆಟ್‌ಗಳೊಂದಿಗೆ ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ದಾಖಲೆ ಹೊಂದಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 1983ರ ಕ್ರಿಕೆಟ್ ವಿಶ್ವಕಪ್‌ನಲ್ಲಿ ಭಾರತದ ನಾಯಕರಾಗಿದ್ದವರು ಯಾರು?,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,ಎ. ಪಿ. ಜೆ. ಅಬ್ದುಲ್ ಕಲಾಂ,ಮಹಾತ್ಮ ಗಾಂಧಿ,ಕಪಿಲ್ ದೇವ್,D) ಕಪಿಲ್ ದೇವ್,ಕಪಿಲ್ ದೇವ್ 1983 ರ ಕ್ರಿಕೆಟ್ ವಿಶ್ವಕಪ್‌ನಲ್ಲಿ ಭಾರತದ ನಾಯಕರಾಗಿ ತಂಡವನ್ನು ಗೆಲುವಿನೆಡೆಗೆ ಮುನ್ನಡೆಸಿದರು.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಪ್ರಶ್ನೆ: ಸಸ್ಯಗಳು ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಆಹಾರ ತಯಾರಿಸುವ ಪ್ರಕ್ರಿಯೆಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯ,ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆ,ವಾಯು ಮಾಲಿನ್ಯ,ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು,B) ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆ,"ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆ ಎಂಬುದು ಸಸ್ಯಗಳು ಸೂರ್ಯನ ಬೆಳಕು, ನೀರು ಮತ್ತು ಇಂಗಾಲಾಮ್ಲದಿಂದ ಆಹಾರ ತಯಾರಿಸುವ ಪ್ರಕ್ರಿಯೆ.",ಕನ್ನಡ,ಪರಿಸರ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಆಹಾರವನ್ನು ಜೀರ್ಣಿಸಲು ಸಹಾಯ ಮಾಡುವ ಮುಖ್ಯ ಅಂಗ ಯಾವುದು?,ಜಠರ (ಹೊಟ್ಟೆ),ಮಿದುಳು,ಬಿಳಿ ರಕ್ತ ಕಣಗಳು,206,A) ಜಠರ (ಹೊಟ್ಟೆ),ಜಠರವು ಆಮ್ಲ ಮತ್ತು ಕಿಣ್ವಗಳ ಸಹಾಯದಿಂದ ಆಹಾರವನ್ನು ಜೀರ್ಣಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕ ಏಕೀಕರಣ ಚಳುವಳಿಯ ಮುಖ್ಯ ಗುರಿ ಏನಾಗಿತ್ತು?,ಕನ್ನಡ ಮಾತನಾಡುವ ಪ್ರದೇಶಗಳ ಏಕೀಕರಣ,ಮೈಸೂರಿನ ಹುಲಿ,ದಕ್ಷಿಣ ಕರ್ನಾಟಕ,ಬಾದಾಮಿ,A) ಕನ್ನಡ ಮಾತನಾಡುವ ಪ್ರದೇಶಗಳ ಏಕೀಕರಣ,ಕರ್ನಾಟಕ ಏಕೀಕರಣ ಚಳುವಳಿಯು ವಿವಿಧ ಆಡಳಿತ ಪ್ರದೇಶಗಳಲ್ಲಿ ಹಂಚಿಹೋಗಿದ್ದ ಕನ್ನಡ ಮಾತನಾಡುವ ಪ್ರದೇಶಗಳನ್ನು ಒಂದುಗೂಡಿಸುವ ಗುರಿ ಹೊಂದಿತ್ತು.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಇತಿಹಾಸ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕಾವೇರಿ ನದಿ ಎಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ?,"ತಲಕಾವೇರಿ, ಕೊಡಗು",ದಟ್ಟ ಅರಣ್ಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಮಳೆ,ಉತ್ತರ ಪ್ರದೇಶ,ಕರಾವಳಿ ಕರ್ನಾಟಕ,"A) ತಲಕಾವೇರಿ, ಕೊಡಗು",ಕಾವೇರಿ ನದಿಯು ಕರ್ನಾಟಕದ ಕೊಡಗು ಜಿಲ್ಲೆಯ ತಲಕಾವೇರಿಯಲ್ಲಿ ಹುಟ್ಟುತ್ತದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಜನಪ್ರಿಯ ಜಾನಪದ ಕಲಾ ಪ್ರಕಾರವಾದ 'ಡೊಳ್ಳು ಕುಣಿತ' ಎಂದರೇನು?,ಡೊಳ್ಳು ಎಂಬ ದೊಡ್ಡ ಡ್ರಮ್‌ಗಳೊಂದಿಗೆ ಮಾಡುವ ಜಾನಪದ ನೃತ್ಯ,ಕರ್ನಾಟಕ ಸಂಗೀತ,ಉತ್ತರ ಕರ್ನಾಟಕ (ಧಾರವಾಡ ಪ್ರದೇಶ),ಸೀರೆ,A) ಡೊಳ್ಳು ಎಂಬ ದೊಡ್ಡ ಡ್ರಮ್‌ಗಳೊಂದಿಗೆ ಮಾಡುವ ಜಾನಪದ ನೃತ್ಯ,ಡೊಳ್ಳು ಕುಣಿತ ಎಂಬುದು ಡೊಳ್ಳು ಎಂಬ ದೊಡ್ಡ ಡ್ರಮ್‌ಗಳನ್ನು ಬಾರಿಸುತ್ತಾ ಮಾಡುವ ಕರ್ನಾಟಕದ ಜನಪ್ರಿಯ ಜಾನಪದ ನೃತ್ಯವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವವನ್ನು ಯಾವ ದಿನ ಆಚರಿಸಲಾಗುತ್ತದೆ?,ನಾಗರ ಪಂಚಮಿ,ದೀಪಾವಳಿ,ನವೆಂಬರ್ 1,ಸಂಕ್ರಾಂತಿ,C) ನವೆಂಬರ್ 1,"ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವವನ್ನು ಪ್ರತಿ ವರ್ಷ ನವೆಂಬರ್ 1 ರಂದು ಆಚರಿಸಲಾಗುತ್ತದೆ, ಇದು ರಾಜ್ಯ ಏಕೀಕರಣದ ದಿನಾಚರಣೆ.",ಕನ್ನಡ,ಕರ್ನಾಟಕ ಹಬ್ಬಗಳು
ಪ್ರಶ್ನೆ: ಜೋಗ ಜಲಪಾತ ಯಾವ ನದಿಯ ಮೇಲಿದೆ?,ಗೋಮಟೇಶ್ವರ ಬಾಹುಬಲಿ ಬೃಹತ್ ಏಕಶಿಲಾ ಪ್ರತಿಮೆ,ಶರಾವತಿ ನದಿ,ಹೊಯ್ಸಳ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪ,ಹುಲಿ ಸಂರಕ್ಷಣೆ,B) ಶರಾವತಿ ನದಿ,"ಜೋಗ ಜಲಪಾತವು ಶರಾವತಿ ನದಿಯ ಮೇಲಿದ್ದು, ಭಾರತದ ಅತಿ ಎತ್ತರದ ಜಲಪಾತಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ.",ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
ಪ್ರಶ್ನೆ: ಕುವೆಂಪು ಅವರು ಯಾವ ಪ್ರಶಸ್ತಿಯನ್ನು ಕನ್ನಡಕ್ಕೆ ಮೊದಲ ಬಾರಿ ತಂದುಕೊಟ್ಟರು?,ಪುರಂದರ ದಾಸರು,ಎಂಜಿನಿಯರಿಂಗ್,ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ,ಕೆಂಗಲ್ ಹನುಮಂತಯ್ಯ,C) ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ,ಕುವೆಂಪು ಅವರು ಕನ್ನಡಕ್ಕೆ ಮೊದಲ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ತಂದುಕೊಟ್ಟರು.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿತ್ವಗಳು
"""ಫಲಕ"" ಪದದ ಸರಿಯಾದ ಅರ್ಥ ಯಾವುದು?",ಮಾರುಕಟ್ಟೆ,ಮೇಜು,ಕಪ್ಪು,ರಾಜಕೀಯ,B) ಮೇಜು,"""ಫಲಕ"" ಎಂದರೆ ""ಮೇಜು"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಪ್ರಶ್ನೆ: ಸಂಧಿ ಎಂದರೇನು?,ಎರಡು ಅಕ್ಷರ ಅಥವಾ ಪದಗಳು ಸೇರುವಾಗ ಆಗುವ ಬದಲಾವಣೆ,ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಪದಗಳ ಸಂಕ್ಷಿಪ್ತ ಸಂಯೋಜನೆ,ಕ್ರಿಯೆಯ ಪರಿಣಾಮವನ್ನು ಪಡೆಯುವ ವಸ್ತು,ಪದದ ಮುಂದೆ ಸೇರಿಸುವ ಅಕ್ಷರ ಸಮೂಹ,A) ಎರಡು ಅಕ್ಷರ ಅಥವಾ ಪದಗಳು ಸೇರುವಾಗ ಆಗುವ ಬದಲಾವಣೆ,ಸಂಧಿ ಎಂದರೆ ಎರಡು ಅಕ್ಷರಗಳು ಅಥವಾ ಪದಗಳು ಒಟ್ಟಿಗೆ ಸೇರುವಾಗ ಉಂಟಾಗುವ ಧ್ವನಿ ಬದಲಾವಣೆ.,ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ಹಣ"" ಗೆ ಸಮಾನಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ತೃಣ,ಕಾಲ,ಧನ,ಧೈರ್ಯ,C) ಧನ,"""ಧನ"" ಎಂಬುದು ""ಹಣ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ಸುಲಭ"" ಗೆ ವಿರುದ್ಧಾರ್ಥಕ ಪದವನ್ನು ಆರಿಸಿ.",ಕಿರಿದು,ಅಪೂರ್ಣ,ಕಷ್ಟ,ಒಣ,C) ಕಷ್ಟ,"""ಕಷ್ಟ"" ಎಂಬುದು ""ಸುಲಭ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
'ಕೈ ಕೆಸರಾದರೆ ಬಾಯಿ ಮೊಸರು' ಎಂಬ ಗಾದೆಯ ಅರ್ಥವೇನು?,ಶ್ರಮಪಟ್ಟರೆ ಮಾತ್ರ ಫಲ ಸಿಗುತ್ತದೆ,ಆರೋಗ್ಯವೇ ಜೀವನದ ದೊಡ್ಡ ಸಂಪತ್ತು,"ಹೊರ ನೋಟ ಮುಖ್ಯವಲ್ಲ, ಒಳಗಿನ ಗುಣ ಮುಖ್ಯ",ಒಬ್ಬರ ಆಟ ಇನ್ನೊಬ್ಬರಿಗೆ ಗಂಭೀರ ಸಮಸ್ಯೆಯಾಗಬಹುದು,A) ಶ್ರಮಪಟ್ಟರೆ ಮಾತ್ರ ಫಲ ಸಿಗುತ್ತದೆ,ಈ ಗಾದೆ ಕಷ್ಟಪಟ್ಟು ಕೆಲಸ ಮಾಡಿದರೆ ಮಾತ್ರ ಒಳ್ಳೆಯ ಫಲಿತಾಂಶ ಸಿಗುತ್ತದೆ ಎಂದು ಸೂಚಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಗಾದೆಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 'ಮೂಗಿನ ನೇರಕ್ಕೆ ನಡೆ' ಎಂಬ ನುಡಿಗಟ್ಟಿನ ಅರ್ಥವೇನು?,ಸೋಲನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುವುದು,ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,ಬಹಳ ಎಚ್ಚರಿಕೆಯಿಂದ ಗಮನಿಸುವುದು,ಅತಿಯಾಗಿ ಮಾತನಾಡುವ ಅಭ್ಯಾಸ,B) ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,'ಮೂಗಿನ ನೇರಕ್ಕೆ ನಡೆ' ಎಂದರೆ ಯಾರ ಸಲಹೆಯನ್ನೂ ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು ಎಂದರ್ಥ.,ಕನ್ನಡ,ಕನ್ನಡ ನುಡಿಗಟ್ಟುಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಹಳಗನ್ನಡ ಸಾಹಿತ್ಯದ ಆರಂಭಿಕ ಕಾಲಘಟ್ಟ ಯಾವುದು?,9ನೇ ಶತಮಾನದ ಸುಮಾರಿಗೆ,ಪ್ರಭುಲಿಂಗಲೀಲೆ,12ನೇ ಶತಮಾನದ ಶರಣರ ಕಾಲ,ವಚನ,A) 9ನೇ ಶತಮಾನದ ಸುಮಾರಿಗೆ,ಹಳಗನ್ನಡ ಸಾಹಿತ್ಯದ ಆರಂಭ 9ನೇ ಶತಮಾನದ ಸುಮಾರಿಗೆ ಪಂಪನ ಕಾಲದಿಂದ ಗುರುತಿಸಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಹಿತ್ಯ
