Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Find the next number in the series: 365, 48, 365, 48, 365, ?",50,48,52,43,B) 48,"The series alternates between 365 and 48. Since the last number is 365, the next number = 48.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 580, 582, 584, 586, 588, ?",589,588,590,586,C) 590,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 588 + 2 = 590.",Number Puzzles,Odd & Even
"Find the next number in the series: 15, 273, 15, 273, 15, ?",273,274,277,268,A) 273,"The series alternates between 15 and 273. Since the last number is 15, the next number = 273.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 1903?,Both prime and composite,Neither prime nor composite,Composite number,Prime number,C) Composite number,"1903 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
Which of the following best describes 2419?,Both prime and composite,Prime number,Neither prime nor composite,Composite number,D) Composite number,"2419 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the missing number in the series: 8, ?, 28, 38, 48.",15,10,27,18,D) 18,"The series increases by 10 each time, so the missing number = 8 + 10 = 18.",Number Puzzles,Missing Numbers
"Find the next number in the series: 492, 494, 496, 498, 500, ?",500,498,502,506,C) 502,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 500 + 2 = 502.",Number Puzzles,Odd & Even
"Find the next number in the series: 1, 11, 1, 11, 1, ?",9,11,10,12,B) 11,"The series alternates between 1 and 11. Since the last number is 1, the next number = 11.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 937 and two of its numbers are 286 and 297, what is the third number?",320,332,354,422,C) 354,"Since the row total is 937, the third number = 937 - 286 - 297 = 354.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 1192 and two of its numbers are 373 and 388, what is the third number?",450,517,431,422,C) 431,"Since the row total is 1192, the third number = 1192 - 373 - 388 = 431.",Number Puzzles,Magic Squares
Which of the following best describes 2554?,Both prime and composite,Prime number,Composite number,Neither prime nor composite,C) Composite number,"2554 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 401 and two of its numbers are 120 and 133, what is the third number?",143,148,173,167,B) 148,"Since the row total is 401, the third number = 401 - 120 - 133 = 148.",Number Puzzles,Magic Squares
"Find the next number in the series (differences increase by 1 each time): 7, 12, 13, 18, 21, ?",25,22,26,23,A) 25,"The differences between consecutive terms are 5, 1, 5, 3, increasing by 1 each time. The next difference is 4, so the next term = 21 + 4 = 25.",Number Puzzles,Number Patterns
"Find the next number in the series: 295, 340, 295, 340, 295, ?",342,344,343,340,D) 340,"The series alternates between 295 and 340. Since the last number is 295, the next number = 340.",Number Puzzles,Logic Number Puzzles
Which of the following best describes 1205?,Both prime and composite,Prime number,Composite number,Neither prime nor composite,C) Composite number,"1205 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series: 209, 81, 209, 81, 209, ?",81,78,83,77,A) 81,"The series alternates between 209 and 81. Since the last number is 209, the next number = 81.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 1115, 1117, 1119, 1121, 1123, ?",1123,1129,1125,1128,C) 1125,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 1123 + 2 = 1125.",Number Puzzles,Odd & Even
Which of the following best describes 311?,Both prime and composite,Neither prime nor composite,Composite number,Prime number,D) Prime number,"311 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 288, 290, 292, 294, 296, ?",298,302,297,301,A) 298,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 296 + 2 = 298.",Number Puzzles,Odd & Even
"Find the next number in the series: 476, 329, 476, 329, 476, ?",325,331,334,329,D) 329,"The series alternates between 476 and 329. Since the last number is 476, the next number = 329.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 1, 6, 8, 12, 17, ?",11,28,25,23,D) 23,"The differences between consecutive terms are 5, 2, 4, 5, increasing by 1 each time. The next difference is 6, so the next term = 17 + 6 = 23.",Number Puzzles,Number Patterns
"Find the next number in the series: 388, 118, 388, 118, 388, ?",115,123,118,116,C) 118,"The series alternates between 388 and 118. Since the last number is 388, the next number = 118.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 1, 6, 8, 11, 13, ?",18,16,11,15,B) 16,"The differences between consecutive terms are 5, 2, 3, 2, increasing by 1 each time. The next difference is 3, so the next term = 13 + 3 = 16.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 4, 7, 10, 13, 16, ?",25,20,14,19,B) 20,"The differences between consecutive terms are 3, 3, 3, 3, increasing by 1 each time. The next difference is 4, so the next term = 16 + 4 = 20.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 5, 6, 8, 11, 15, ?",24,22,20,12,C) 20,"The differences between consecutive terms are 1, 2, 3, 4, increasing by 1 each time. The next difference is 5, so the next term = 15 + 5 = 20.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 2, 7, 12, 16, 20, ?",25,21,31,28,A) 25,"The differences between consecutive terms are 5, 5, 4, 4, increasing by 1 each time. The next difference is 5, so the next term = 20 + 5 = 25.",Number Puzzles,Number Patterns
"Find the next number in the series: 151, 218, 151, 218, 151, ?",215,220,218,219,C) 218,"The series alternates between 151 and 218. Since the last number is 151, the next number = 218.",Number Puzzles,Logic Number Puzzles
"In a 3×3 magic square, if one row sums to 1372 and two of its numbers are 433 and 458, what is the third number?",469,395,481,489,C) 481,"Since the row total is 1372, the third number = 1372 - 433 - 458 = 481.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 143 and two of its numbers are 16 and 27, what is the third number?",100,83,107,94,A) 100,"Since the row total is 143, the third number = 143 - 16 - 27 = 100.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 213 and two of its numbers are 41 and 51, what is the third number?",121,128,130,126,A) 121,"Since the row total is 213, the third number = 213 - 41 - 51 = 121.",Number Puzzles,Magic Squares
Which of the following best describes 2131?,Composite number,Neither prime nor composite,Both prime and composite,Prime number,D) Prime number,"2131 has no divisors other than 1 and itself, so it is prime.",Number Puzzles,Prime Numbers
"Find the next number in the series: 84, 121, 84, 121, 84, ?",118,121,120,117,B) 121,"The series alternates between 84 and 121. Since the last number is 84, the next number = 121.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 285, 332, 285, 332, 285, ?",331,332,328,330,B) 332,"The series alternates between 285 and 332. Since the last number is 285, the next number = 332.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series: 337, 251, 337, 251, 337, ?",254,255,250,251,D) 251,"The series alternates between 337 and 251. Since the last number is 337, the next number = 251.",Number Puzzles,Logic Number Puzzles
"Find the missing number in the series: 8, ?, 16, 20, 24.",12,8,16,13,A) 12,"The series increases by 4 each time, so the missing number = 8 + 4 = 12.",Number Puzzles,Missing Numbers
"In a 3×3 magic square, if one row sums to 797 and two of its numbers are 243 and 255, what is the third number?",340,307,248,299,D) 299,"Since the row total is 797, the third number = 797 - 243 - 255 = 299.",Number Puzzles,Magic Squares
"In a 3×3 magic square, if one row sums to 1186 and two of its numbers are 380 and 404, what is the third number?",422,409,438,402,D) 402,"Since the row total is 1186, the third number = 1186 - 380 - 404 = 402.",Number Puzzles,Magic Squares
Which of the following best describes 1608?,Both prime and composite,Prime number,Neither prime nor composite,Composite number,D) Composite number,"1608 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
Which of the following best describes 725?,Composite number,Both prime and composite,Neither prime nor composite,Prime number,A) Composite number,"725 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"In a 3×3 magic square, if one row sums to 666 and two of its numbers are 209 and 226, what is the third number?",223,231,187,227,B) 231,"Since the row total is 666, the third number = 666 - 209 - 226 = 231.",Number Puzzles,Magic Squares
Which of the following best describes 2209?,Prime number,Both prime and composite,Composite number,Neither prime nor composite,C) Composite number,"2209 has divisors other than 1 and itself, so it is composite.",Number Puzzles,Prime Numbers
"Find the next number in the series (differences increase by 1 each time): 5, 10, 15, 16, 19, ?",18,22,23,31,C) 23,"The differences between consecutive terms are 5, 5, 1, 3, increasing by 1 each time. The next difference is 4, so the next term = 19 + 4 = 23.",Number Puzzles,Number Patterns
"Find the next number in the series (differences increase by 1 each time): 2, 7, 12, 14, 17, ?",29,23,21,20,C) 21,"The differences between consecutive terms are 5, 5, 2, 3, increasing by 1 each time. The next difference is 4, so the next term = 17 + 4 = 21.",Number Puzzles,Number Patterns
"In a 3×3 magic square, if one row sums to 149 and two of its numbers are 31 and 45, what is the third number?",81,87,86,73,D) 73,"Since the row total is 149, the third number = 149 - 31 - 45 = 73.",Number Puzzles,Magic Squares
"Find the next number in the series: 282, 497, 282, 497, 282, ?",497,494,501,502,A) 497,"The series alternates between 282 and 497. Since the last number is 282, the next number = 497.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 2, 3, 5, 10, 12, ?",10,14,11,15,D) 15,"The differences between consecutive terms are 1, 2, 5, 2, increasing by 1 each time. The next difference is 3, so the next term = 12 + 3 = 15.",Number Puzzles,Number Patterns
"Find the next number in the series: 1728, 1730, 1732, 1734, 1736, ?",1741,1736,1738,1742,C) 1738,"This is a series of consecutive even numbers, each 2 more than the last. Next number = 1736 + 2 = 1738.",Number Puzzles,Odd & Even
"Find the next number in the series: 463, 465, 467, 469, 471, ?",476,470,473,472,C) 473,"This is a series of consecutive odd numbers, each 2 more than the last. Next number = 471 + 2 = 473.",Number Puzzles,Odd & Even
"In a 3×3 magic square, if one row sums to 629 and two of its numbers are 192 and 225, what is the third number?",254,212,173,192,B) 212,"Since the row total is 629, the third number = 629 - 192 - 225 = 212.",Number Puzzles,Magic Squares
"Find the next number in the series: 67, 125, 67, 125, 67, ?",126,129,125,123,C) 125,"The series alternates between 67 and 125. Since the last number is 67, the next number = 125.",Number Puzzles,Logic Number Puzzles
"Find the next number in the series (differences increase by 1 each time): 2, 4, 8, 10, 13, ?",17,13,11,23,A) 17,"The differences between consecutive terms are 2, 4, 2, 3, increasing by 1 each time. The next difference is 4, so the next term = 13 + 4 = 17.",Number Puzzles,Number Patterns
